plate_well,WellId,Plate,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,cell_counts,label
2A3_N03,N03,Plate2_drugs,2,cytochalasin-d,treated,1,0.05,2A3,14,3,340,7
2A3_N04,N04,Plate2_drugs,2,DMSO,control,NULL,NULL,2A3,14,4,862,1
2A3_N05,N05,Plate2_drugs,2,cytochalasin-d,treated,0.5,0.025,2A3,14,5,414,6
2A3_N06,N06,Plate2_drugs,2,cytochalasin-d,treated,0.25,0.0125,2A3,14,6,550,5
2A3_N07,N07,Plate2_drugs,2,cytochalasin-d,treated,0.125,0.00625,2A3,14,7,864,4
2A3_N08,N08,Plate2_drugs,2,cytochalasin-d,treated,0.0625,0.003125,2A3,14,8,825,3
2A3_N09,N09,Plate2_drugs,2,DMSO,control,NULL,NULL,2A3,14,9,759,1
2A3_N10,N10,Plate2_drugs,2,cytochalasin-d,treated,0.03125,0.0015625,2A3,14,10,666,2
2A3_N11,N11,Plate2_drugs,2,cytochalasin-d,treated,0.015625,0.000781,2A3,14,11,772,1
2A3_N14,N14,Plate2_drugs,2,DMSO,control,NULL,NULL,2A3,14,14,805,1
2A3_N20,N20,Plate2_drugs,2,DMSO,control,NULL,NULL,2A3,14,20,903,1
2A3_O05,O05,Plate2_drugs,2,DMSO,control,NULL,NULL,2A3,15,5,863,1
2A3_O10,O10,Plate2_drugs,2,DMSO,control,NULL,NULL,2A3,15,10,895,1
2A3_O15,O15,Plate2_drugs,2,DMSO,control,NULL,NULL,2A3,15,15,743,1
2A3_O21,O21,Plate2_drugs,2,DMSO,control,NULL,NULL,2A3,15,21,718,1
